speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Aristochromis christyi,accepted name,2260,Aristochromis christyi,Teleostei,Cichliformes,Cichlidae,Aristochromis,NA,TRUE,1,0,
Arius africanus,accepted name,1284,Arius africanus,Teleostei,Siluriformes,Ariidae,Arius,African sea catfish,TRUE,1,1,
Arius brunellii,accepted name,9647,Arius brunellii,Teleostei,Siluriformes,Ariidae,Arius,NA,TRUE,1,0,
Arius festinus,accepted name,62102,Arius festinus,Teleostei,Siluriformes,Ariidae,Arius,NA,TRUE,1,0,
Arius madagascariensis,accepted name,1291,Arius madagascariensis,Teleostei,Siluriformes,Ariidae,Arius,Madagascar sea catfish,TRUE,1,1,
Arius uncinatus,accepted name,62103,Arius uncinatus,Teleostei,Siluriformes,Ariidae,Arius,NA,TRUE,1,0,
Arnoldichthys spilopterus,accepted name,5247,Arnoldichthys spilopterus,Teleostei,Characiformes,Alestidae,Arnoldichthys,Niger tetra,TRUE,1,0,
Astatoreochromis alluaudi,accepted name,4688,Astatoreochromis alluaudi,Teleostei,Cichliformes,Cichlidae,Astatoreochromis,Alluaud's haplo,TRUE,1,0,
Astatoreochromis straeleni,accepted name,6879,Astatoreochromis straeleni,Teleostei,Cichliformes,Cichlidae,Astatoreochromis,Bluelip haplo,TRUE,1,0,
Astatotilapia bloyeti,accepted name,6698,Astatotilapia bloyeti,Teleostei,Cichliformes,Cichlidae,Astatotilapia,Bloyet's haplo,TRUE,1,0,
Astatotilapia burtoni,accepted name,6704,Astatotilapia burtoni,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astatotilapia calliptera,accepted name,6707,Astatotilapia calliptera,Teleostei,Cichliformes,Cichlidae,Astatotilapia,Eastern happy,TRUE,1,0,
Astatotilapia desfontainii,accepted name,6725,Astatotilapia desfontainii,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astatotilapia stappersii,accepted name,6855,Astatotilapia stappersii,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astatotilapia swynnertoni,accepted name,6858,Astatotilapia swynnertoni,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astatotilapia tchadensis,accepted name,68415,Astatotilapia tchadensis,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astatotilapia tweddlei,accepted name,6867,Astatotilapia tweddlei,Teleostei,Cichliformes,Cichlidae,Astatotilapia,NA,TRUE,1,0,
Astronotus ocellatus,accepted name,3612,Astronotus ocellatus,Teleostei,Cichliformes,Cichlidae,Astronotus,Oscar,FALSE,1,0,
Astyanax orthodus,accepted name,52960,Astyanax orthodus,Teleostei,Characiformes,Characidae,Astyanax,NA,FALSE,1,0,
Atherina boyeri,accepted name,1696,Atherina boyeri,Teleostei,Atheriniformes,Atherinidae,Atherina,Big-scale sand smelt,TRUE,1,1,
Atherina breviceps,accepted name,1301,Atherina breviceps,Teleostei,Atheriniformes,Atherinidae,Atherina,Cape silverside,TRUE,1,1,
Atherina hepsetus,accepted name,1697,Atherina hepsetus,Teleostei,Atheriniformes,Atherinidae,Atherina,Mediterranean sand smelt,TRUE,1,1,
Atherinomorus lacunosus,accepted name,1303,Atherinomorus lacunosus,Teleostei,Atheriniformes,Atherinidae,Atherinomorus,Wide-banded hardyhead silverside,TRUE,1,1,
Atopochilus chabanaudi,accepted name,9477,Atopochilus chabanaudi,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus christyi,accepted name,9478,Atopochilus christyi,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus macrocephalus,accepted name,9479,Atopochilus macrocephalus,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus mandevillei,accepted name,9482,Atopochilus mandevillei,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus pachychilus,accepted name,9483,Atopochilus pachychilus,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus savorgnani,accepted name,9475,Atopochilus savorgnani,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Atopochilus vogti,accepted name,7304,Atopochilus vogti,Teleostei,Siluriformes,Mochokidae,Atopochilus,NA,TRUE,1,0,
Auchenoglanis biscutatus,accepted name,5464,Auchenoglanis biscutatus,Teleostei,Siluriformes,Claroteidae,Auchenoglanis,NA,TRUE,1,0,
Auchenoglanis occidentalis,accepted name,2438,Auchenoglanis occidentalis,Teleostei,Siluriformes,Claroteidae,Auchenoglanis,Bubu,TRUE,1,0,
Aulonocara aquilonium,accepted name,60047,Aulonocara aquilonium,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara auditor,accepted name,2177,Aulonocara auditor,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara baenschi,accepted name,2179,Aulonocara baenschi,Teleostei,Cichliformes,Cichlidae,Aulonocara,Nkhomo-benga peacock,TRUE,1,0,
Aulonocara brevinidus,accepted name,60046,Aulonocara brevinidus,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara brevirostre,accepted name,2178,Aulonocara brevirostre,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara ethelwynnae,accepted name,2181,Aulonocara ethelwynnae,Teleostei,Cichliformes,Cichlidae,Aulonocara,Chitande aulonocara,TRUE,1,0,
Aulonocara gertrudae,accepted name,60045,Aulonocara gertrudae,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara guentheri,accepted name,2174,Aulonocara guentheri,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara hansbaenschi,accepted name,2182,Aulonocara hansbaenschi,Teleostei,Cichliformes,Cichlidae,Aulonocara,Aulonocara Fort Maguire,TRUE,1,0,
Aulonocara hueseri,accepted name,2183,Aulonocara hueseri,Teleostei,Cichliformes,Cichlidae,Aulonocara,Night aulonocara,TRUE,1,0,
Aulonocara jacobfreibergi,accepted name,2184,Aulonocara jacobfreibergi,Teleostei,Cichliformes,Cichlidae,Aulonocara,Fairy cichlid,TRUE,1,0,
Aulonocara kandeense,accepted name,2187,Aulonocara kandeense,Teleostei,Cichliformes,Cichlidae,Aulonocara,Blue orchid aulonocara,TRUE,1,0,
Aulonocara koningsi,accepted name,62427,Aulonocara koningsi,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara korneliae,accepted name,2185,Aulonocara korneliae,Teleostei,Cichliformes,Cichlidae,Aulonocara,Aulonocara chizumulu,TRUE,1,0,
Aulonocara maylandi,accepted name,2186,Aulonocara maylandi,Teleostei,Cichliformes,Cichlidae,Aulonocara,Sulfurhead Aulonocara,TRUE,1,0,
Aulonocara nyassae,accepted name,2173,Aulonocara nyassae,Teleostei,Cichliformes,Cichlidae,Aulonocara,Emperor cichlid,TRUE,1,0,
Aulonocara rostratum,accepted name,2176,Aulonocara rostratum,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara saulosi,accepted name,2188,Aulonocara saulosi,Teleostei,Cichliformes,Cichlidae,Aulonocara,Greenface aulonocara,TRUE,1,0,
Aulonocara steveni,accepted name,2189,Aulonocara steveni,Teleostei,Cichliformes,Cichlidae,Aulonocara,Pale Usisya aulonocara,TRUE,1,0,
Aulonocara stonemani,accepted name,2145,Aulonocara stonemani,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocara stuartgranti,accepted name,2190,Aulonocara stuartgranti,Teleostei,Cichliformes,Cichlidae,Aulonocara,Flavescent peacock,TRUE,1,0,
Aulonocara trematocephalum,accepted name,2180,Aulonocara trematocephalum,Teleostei,Cichliformes,Cichlidae,Aulonocara,NA,TRUE,1,0,
Aulonocranus dewindti,accepted name,8138,Aulonocranus dewindti,Teleostei,Cichliformes,Cichlidae,Aulonocranus,NA,TRUE,1,0,
Aulopareia unicolor,accepted name,25064,Aulopareia unicolor,Teleostei,Gobiiformes,Gobiidae,Aulopareia,NA,FALSE,1,1,
Austroglanis barnardi,accepted name,6188,Austroglanis barnardi,Teleostei,Siluriformes,Austroglanididae,Austroglanis,Barnard's rock-catfish,TRUE,1,0,
Austroglanis gilli,accepted name,6189,Austroglanis gilli,Teleostei,Siluriformes,Austroglanididae,Austroglanis,Clanwilliam catfish,TRUE,1,0,
Austroglanis sclateri,accepted name,6190,Austroglanis sclateri,Teleostei,Siluriformes,Austroglanididae,Austroglanis,Rock-catfish,TRUE,1,0,
Awaous aeneofuscus,accepted name,9935,Awaous aeneofuscus,Teleostei,Gobiiformes,Gobiidae,Awaous,Freshwater goby,TRUE,1,1,
Awaous bustamantei,accepted name,59373,Awaous bustamantei,Teleostei,Gobiiformes,Gobiidae,Awaous,NA,TRUE,1,0,
Awaous commersoni,accepted name,9964,Awaous commersoni,Teleostei,Gobiiformes,Gobiidae,Awaous,Commerson’s freshwater goby,TRUE,1,1,
Awaous lateristriga,accepted name,2492,Awaous lateristriga,Teleostei,Gobiiformes,Gobiidae,Awaous,West African freshwater goby,TRUE,1,1,
Awaous macrorhynchus,accepted name,9937,Awaous macrorhynchus,Teleostei,Gobiiformes,Gobiidae,Awaous,NA,TRUE,1,1,
Awaous pallidus,accepted name,9941,Awaous pallidus,Teleostei,Gobiiformes,Gobiidae,Awaous,NA,TRUE,1,0,
Bagrus bajad,accepted name,5462,Bagrus bajad,Teleostei,Siluriformes,Bagridae,Bagrus,Bayad,TRUE,1,0,
Bagrus caeruleus,accepted name,9280,Bagrus caeruleus,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus degeni,accepted name,9281,Bagrus degeni,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus docmak,accepted name,6519,Bagrus docmak,Teleostei,Siluriformes,Bagridae,Bagrus,Semutundu,TRUE,1,0,
Bagrus filamentosus,accepted name,9282,Bagrus filamentosus,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus lubosicus,accepted name,9284,Bagrus lubosicus,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus meridionalis,accepted name,4721,Bagrus meridionalis,Teleostei,Siluriformes,Bagridae,Bagrus,Kampoyo,TRUE,1,0,
Bagrus orientalis,accepted name,9285,Bagrus orientalis,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus ubangensis,accepted name,9286,Bagrus ubangensis,Teleostei,Siluriformes,Bagridae,Bagrus,NA,TRUE,1,0,
Bagrus urostigma,accepted name,9287,Bagrus urostigma,Teleostei,Siluriformes,Bagridae,Bagrus,Somalia catfish,TRUE,1,0,
Baileychromis centropomoides,accepted name,8139,Baileychromis centropomoides,Teleostei,Cichliformes,Cichlidae,Baileychromis,NA,TRUE,1,0,
Barboides britzi,accepted name,62804,Barboides britzi,Teleostei,Cypriniformes,Cyprinidae,Barboides,NA,TRUE,1,0,
Barboides gracilis,accepted name,5287,Barboides gracilis,Teleostei,Cypriniformes,Cyprinidae,Barboides,NA,TRUE,1,0,
Barbopsis devecchii,accepted name,11273,Barbopsis devecchii,Teleostei,Cypriniformes,Cyprinidae,Barbopsis,Somalian blind barb,TRUE,1,0,
Barbus barbus,accepted name,4472,Barbus barbus,Teleostei,Cypriniformes,Cyprinidae,Barbus,Barbel,FALSE,1,0,
Bathyaethiops atercrinis,accepted name,66692,Bathyaethiops atercrinis,Teleostei,Characiformes,Alestidae,Bathyaethiops,Black fin moon tetra,TRUE,1,0,
Bathyaethiops baka,accepted name,68076,Bathyaethiops baka,Teleostei,Characiformes,Alestidae,Bathyaethiops,Dwarf moon tetra,TRUE,1,0,
Bathyaethiops breuseghemi,accepted name,11114,Bathyaethiops breuseghemi,Teleostei,Characiformes,Alestidae,Bathyaethiops,Rectangle spot moon tetra,TRUE,1,0,
Bathyaethiops caudomaculatus,accepted name,11115,Bathyaethiops caudomaculatus,Teleostei,Characiformes,Alestidae,Bathyaethiops,African moon tetra,TRUE,1,0,
Bathyaethiops flammeus,accepted name,68077,Bathyaethiops flammeus,Teleostei,Characiformes,Alestidae,Bathyaethiops,Red-back moon tetra,TRUE,1,0,
Bathyaethiops greeni,accepted name,11117,Bathyaethiops greeni,Teleostei,Characiformes,Alestidae,Bathyaethiops,Green's moon tetra,TRUE,1,0,
Bathybagrus grandis,accepted name,9301,Bathybagrus grandis,Teleostei,Siluriformes,Claroteidae,Bathybagrus,Kukumai,TRUE,1,0,
Bathybagrus graueri,accepted name,9302,Bathybagrus graueri,Teleostei,Siluriformes,Claroteidae,Bathybagrus,NA,TRUE,1,0,
Bathybagrus platycephalus,accepted name,9318,Bathybagrus platycephalus,Teleostei,Siluriformes,Claroteidae,Bathybagrus,NA,TRUE,1,0,
Bathybagrus sianenna,accepted name,9322,Bathybagrus sianenna,Teleostei,Siluriformes,Claroteidae,Bathybagrus,NA,TRUE,1,0,
Bathybagrus stappersii,accepted name,9323,Bathybagrus stappersii,Teleostei,Siluriformes,Claroteidae,Bathybagrus,NA,TRUE,1,0,
Bathybagrus tetranema,accepted name,9288,Bathybagrus tetranema,Teleostei,Siluriformes,Claroteidae,Bathybagrus,NA,TRUE,1,0,
Bathybates fasciatus,accepted name,8140,Bathybates fasciatus,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates ferox,accepted name,8141,Bathybates ferox,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates graueri,accepted name,8142,Bathybates graueri,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates hornii,accepted name,8143,Bathybates hornii,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates leo,accepted name,8144,Bathybates leo,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates minor,accepted name,8145,Bathybates minor,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathybates vittatus,accepted name,8146,Bathybates vittatus,Teleostei,Cichliformes,Cichlidae,Bathybates,NA,TRUE,1,0,
Bathyclarias atribranchus,accepted name,8382,Bathyclarias atribranchus,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias euryodon,accepted name,8366,Bathyclarias euryodon,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias filicibarbis,accepted name,8367,Bathyclarias filicibarbis,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias foveolatus,accepted name,8368,Bathyclarias foveolatus,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias longibarbis,accepted name,8372,Bathyclarias longibarbis,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias nyasensis,accepted name,8374,Bathyclarias nyasensis,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias rotundifrons,accepted name,8375,Bathyclarias rotundifrons,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathyclarias worthingtoni,accepted name,8376,Bathyclarias worthingtoni,Teleostei,Siluriformes,Clariidae,Bathyclarias,NA,TRUE,1,0,
Bathygobius fuscus,accepted name,7201,Bathygobius fuscus,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Dusky frillgoby,TRUE,1,1,
Bathygobius soporator,accepted name,3837,Bathygobius soporator,Teleostei,Gobiiformes,Gobiidae,Bathygobius,Frillfin goby,TRUE,1,1,
Bedotia albomarginata,accepted name,62594,Bedotia albomarginata,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia alveyi,accepted name,65532,Bedotia alveyi,Teleostei,Atheriniformes,Bedotiidae,Bedotia,Makira Rainbowfish,TRUE,1,0,
Bedotia geayi,accepted name,9883,Bedotia geayi,Teleostei,Atheriniformes,Bedotiidae,Bedotia,Red-Tailed Silverside,TRUE,1,0,
Bedotia leucopteron,accepted name,64226,Bedotia leucopteron,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia longianalis,accepted name,65662,Bedotia longianalis,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia madagascariensis,accepted name,9882,Bedotia madagascariensis,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia marojejy,accepted name,58332,Bedotia marojejy,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia masoala,accepted name,60395,Bedotia masoala,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Bedotia tricolor,accepted name,65663,Bedotia tricolor,Teleostei,Atheriniformes,Bedotiidae,Bedotia,NA,TRUE,1,0,
Belonoglanis brieni,accepted name,9422,Belonoglanis brieni,Teleostei,Siluriformes,Amphiliidae,Belonoglanis,NA,TRUE,1,0,
Belonoglanis tenuis,accepted name,9421,Belonoglanis tenuis,Teleostei,Siluriformes,Amphiliidae,Belonoglanis,NA,TRUE,1,0,
Belonophago hutsebouti,accepted name,11171,Belonophago hutsebouti,Teleostei,Characiformes,Distichodontidae,Belonophago,NA,TRUE,1,0,
Belonophago tinanti,accepted name,11173,Belonophago tinanti,Teleostei,Characiformes,Distichodontidae,Belonophago,NA,TRUE,1,0,
Benitochromis batesii,accepted name,8156,Benitochromis batesii,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benitochromis conjunctus,accepted name,60333,Benitochromis conjunctus,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benitochromis finleyi,accepted name,8158,Benitochromis finleyi,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benitochromis nigrodorsalis,accepted name,59597,Benitochromis nigrodorsalis,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benitochromis riomuniensis,accepted name,8646,Benitochromis riomuniensis,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benitochromis ufermanni,accepted name,60334,Benitochromis ufermanni,Teleostei,Cichliformes,Cichlidae,Benitochromis,NA,TRUE,1,0,
Benthochromis horii,accepted name,63692,Benthochromis horii,Teleostei,Cichliformes,Cichlidae,Benthochromis,NA,TRUE,1,0,
Benthochromis melanoides,accepted name,8147,Benthochromis melanoides,Teleostei,Cichliformes,Cichlidae,Benthochromis,NA,TRUE,1,0,
Benthochromis tricoti,accepted name,8148,Benthochromis tricoti,Teleostei,Cichliformes,Cichlidae,Benthochromis,NA,TRUE,1,0,
Bostrychus africanus,accepted name,10009,Bostrychus africanus,Teleostei,Gobiiformes,Butidae,Bostrychus,NA,TRUE,1,1,
Boulengerochromis microlepis,accepted name,6008,Boulengerochromis microlepis,Teleostei,Cichliformes,Cichlidae,Boulengerochromis,Giant cichlid,TRUE,1,0,
Boulengeromyrus knoepffleri,accepted name,10825,Boulengeromyrus knoepffleri,Teleostei,Osteoglossiformes,Mormyridae,Boulengeromyrus,NA,TRUE,1,0,
Brachirus orientalis,accepted name,8312,Brachirus orientalis,Teleostei,Pleuronectiformes,Soleidae,Brachirus,Oriental sole,TRUE,1,1,
Brachypetersius altus,accepted name,11118,Brachypetersius altus,Teleostei,Characiformes,Alestidae,Brachypetersius,NA,TRUE,1,0,
Brachypetersius cadwaladeri,accepted name,11120,Brachypetersius cadwaladeri,Teleostei,Characiformes,Alestidae,Brachypetersius,NA,TRUE,1,0,
Brachypetersius huloti,accepted name,11122,Brachypetersius huloti,Teleostei,Characiformes,Alestidae,Brachypetersius,NA,TRUE,1,0,
Brachypetersius notospilus,accepted name,11123,Brachypetersius notospilus,Teleostei,Characiformes,Alestidae,Brachypetersius,NA,TRUE,1,0,
Brachypetersius pseudonummifer,accepted name,11125,Brachypetersius pseudonummifer,Teleostei,Characiformes,Alestidae,Brachypetersius,NA,TRUE,1,0,
Brevimyrus niger,accepted name,5207,Brevimyrus niger,Teleostei,Osteoglossiformes,Mormyridae,Brevimyrus,NA,TRUE,1,0,
Brevitrygon imbricata,accepted name,13150,Brevitrygon imbricata,Elasmobranchii,Myliobatiformes,Dasyatidae,Brevitrygon,Coromandel whipray,TRUE,1,1,
Brienomyrus adustus,accepted name,10826,Brienomyrus adustus,Teleostei,Osteoglossiformes,Mormyridae,Brienomyrus,NA,TRUE,1,0,
Brienomyrus brachyistius,accepted name,5208,Brienomyrus brachyistius,Teleostei,Osteoglossiformes,Mormyridae,Brienomyrus,NA,TRUE,1,1,
Brienomyrus longianalis,accepted name,5209,Brienomyrus longianalis,Teleostei,Osteoglossiformes,Mormyridae,Brienomyrus,NA,TRUE,1,0,
Brycinus abeli,accepted name,11078,Brycinus abeli,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus affinis,accepted name,11079,Brycinus affinis,Teleostei,Characiformes,Alestidae,Brycinus,Redfin robber,TRUE,1,0,
Brycinus bartoni,accepted name,11081,Brycinus bartoni,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus batesii,accepted name,11082,Brycinus batesii,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus bimaculatus,accepted name,11083,Brycinus bimaculatus,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus brevis,accepted name,5239,Brycinus brevis,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus carmesinus,accepted name,11085,Brycinus carmesinus,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus carolinae,accepted name,5236,Brycinus carolinae,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus comptus,accepted name,11104,Brycinus comptus,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus derhami,accepted name,11086,Brycinus derhami,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus epuluensis,accepted name,68091,Brycinus epuluensis,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus ferox,accepted name,62100,Brycinus ferox,Teleostei,Characiformes,Alestidae,Brycinus,Large-toothed Lake Turkana robber,TRUE,1,0,
Brycinus fwaensis,accepted name,58191,Brycinus fwaensis,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus grandisquamis,accepted name,11087,Brycinus grandisquamis,Teleostei,Characiformes,Alestidae,Brycinus,Pinkfin Alestes,TRUE,1,0,
Brycinus humilis,accepted name,11088,Brycinus humilis,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus imberi,accepted name,5238,Brycinus imberi,Teleostei,Characiformes,Alestidae,Brycinus,Spot-tail,TRUE,1,0,
Brycinus intermedius,accepted name,5233,Brycinus intermedius,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus jacksonii,accepted name,11089,Brycinus jacksonii,Teleostei,Characiformes,Alestidae,Brycinus,Victoria robber,TRUE,1,0,
Brycinus kingsleyae,accepted name,11090,Brycinus kingsleyae,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus lateralis,accepted name,11874,Brycinus lateralis,Teleostei,Characiformes,Alestidae,Brycinus,Stripped robber,TRUE,1,0,
Brycinus leuciscus,accepted name,5231,Brycinus leuciscus,Teleostei,Characiformes,Alestidae,Brycinus,NA,TRUE,1,0,
Brycinus macrolepidotus,accepted name,5240,Brycinus macrolepidotus,Teleostei,Characiformes,Alestidae,Brycinus,True big-scale tetra,TRUE,1,1,
